Batticaloa,2019,9,223.00,27.83
Batticaloa,2020,1,308.00,26.28
Batticaloa,2020,10,120.00,28.51
Batticaloa,2020,11,454.00,26.47
Batticaloa,2020,12,466.00,25.61
Batticaloa,2020,2,219.00,26.73
Batticaloa,2020,3,87.00,27.77
Batticaloa,2020,4,194.00,28.82
Batticaloa,2020,5,156.00,29.10
Batticaloa,2020,6,105.00,29.79
Batticaloa,2020,7,128.00,28.76
Batticaloa,2020,8,70.00,29.73
Batticaloa,2020,9,135.00,28.06
Batticaloa,2021,1,458.00,25.57
Batticaloa,2021,10,226.00,27.16
Batticaloa,2021,11,343.00,25.87
Batticaloa,2021,12,325.00,25.93
Batticaloa,2021,2,264.00,25.84
Batticaloa,2021,3,247.00,26.99
Batticaloa,2021,4,188.00,28.15
Batticaloa,2021,5,229.00,28.64
Batticaloa,2021,6,100.00,29.37
Batticaloa,2021,7,88.00,29.46
Batticaloa,2021,8,126.00,28.94
Batticaloa,2021,9,149.00,28.72
Batticaloa,2022,1,338.00,25.35
Batticaloa,2022,10,242.00,26.65
Batticaloa,2022,11,278.00,25.62
Batticaloa,2022,12,355.00,25.19
Batticaloa,2022,2,226.00,25.74
Batticaloa,2022,3,155.00,27.02
Batticaloa,2022,4,193.00,27.19
Batticaloa,2022,5,111.00,29.13
Batticaloa,2022,6,98.00,28.70
Batticaloa,2022,7,124.00,28.74
Batticaloa,2022,8,131.00,27.95
Batticaloa,2022,9,116.00,27.89
Batticaloa,2023,1,284.00,25.09
Batticaloa,2023,10,313.00,26.33
Batticaloa,2023,11,420.00,25.93
Batticaloa,2023,12,493.00,26.08
Batticaloa,2023,2,267.00,25.55
Batticaloa,2023,3,232.00,26.72
Batticaloa,2023,4,139.00,28.20
Batticaloa,2023,5,121.00,28.35
Batticaloa,2023,6,81.00,29.86
Batticaloa,2023,7,85.00,29.91
Batticaloa,2023,8,75.00,29.55
Batticaloa,2023,9,172.00,27.63
Batticaloa,2024,1,337.00,26.13
Batticaloa,2024,2,172.00,27.28
Batticaloa,2024,3,127.00,27.67
Batticaloa,2024,4,122.00,28.92
Batticaloa,2024,5,184.00,29.10
Batticaloa,2024,6,33.00,28.43
Colombo,2015,1,71.00,26.59
Colombo,2015,10,468.00,26.17
Colombo,2015,11,405.00,26.03
Colombo,2015,12,283.00,26.26
Colombo,2015,2,100.00,26.92
Colombo,2015,3,146.00,27.66
Colombo,2015,4,271.00,27.12
Colombo,2015,5,488.00,27.15
Colombo,2015,6,439.00,26.98
Colombo,2015,7,410.00,26.84
Colombo,2015,8,415.00,26.72
Colombo,2015,9,513.00,26.23
Colombo,2016,1,68.00,27.27
Colombo,2016,10,335.00,26.64
Colombo,2016,11,326.00,25.93
Colombo,2016,12,119.00,26.18
Colombo,2016,2,75.00,28.28
Colombo,2016,3,120.00,29.09
Colombo,2016,4,192.00,29.04
Colombo,2016,5,498.00,27.25
Colombo,2016,6,417.00,26.97
Colombo,2016,7,390.00,26.64
Colombo,2016,8,420.00,26.73
Colombo,2016,9,428.00,26.43
Colombo,2017,1,113.00,25.59
Colombo,2017,10,537.00,26.36
Colombo,2017,11,352.00,25.68
Colombo,2017,12,148.00,25.78
Colombo,2017,2,51.00,26.00
Colombo,2017,3,199.00,26.74
Colombo,2017,4,320.00,28.05
Colombo,2017,5,493.00,27.66
Colombo,2017,6,557.00,26.93
Colombo,2017,7,513.00,27.32
Colombo,2017,8,540.00,26.82
Colombo,2017,9,492.00,26.45
Colombo,2018,1,47.00,25.92
Colombo,2018,10,438.00,25.76
Colombo,2018,11,364.00,25.76
Colombo,2018,12,143.00,25.73
Colombo,2018,2,84.00,26.81
Colombo,2018,3,224.00,26.85
Colombo,2018,4,241.00,27.06
Colombo,2018,5,518.00,26.67
Colombo,2018,6,591.00,26.79
Colombo,2018,7,428.00,26.62
Colombo,2018,8,339.00,26.25
Colombo,2018,9,304.00,26.74
Colombo,2019,1,82.00,26.53
Colombo,2019,10,462.00,25.60
Colombo,2019,11,382.00,25.96
Colombo,2019,12,234.00,25.89
Colombo,2019,2,194.00,26.84
Colombo,2019,3,157.00,27.75
Colombo,2019,4,241.00,28.16
Colombo,2019,5,477.00,27.99
Colombo,2019,6,551.00,27.79
Colombo,2019,7,404.00,27.30
Colombo,2019,8,608.00,26.60
Colombo,2019,9,559.00,26.22
Colombo,2020,1,85.00,26.63
Colombo,2020,10,429.00,26.85
Colombo,2020,11,297.00,26.23
Colombo,2020,12,255.00,25.68
Colombo,2020,2,77.00,27.67
Colombo,2020,3,138.00,27.99
Colombo,2020,4,275.00,27.86
Colombo,2020,5,527.00,27.76
Colombo,2020,6,480.00,27.48
Colombo,2020,7,502.00,26.89
Colombo,2020,8,437.00,26.86
Colombo,2020,9,596.00,26.22
Colombo,2021,1,226.00,25.43
Colombo,2021,10,498.00,26.32
Colombo,2021,11,505.00,25.49
Colombo,2021,12,153.00,25.75
Colombo,2021,2,73.00,26.40
Colombo,2021,3,203.00,26.51
Colombo,2021,4,329.00,27.23
Colombo,2021,5,502.00,27.20
Colombo,2021,6,521.00,26.99
Colombo,2021,7,495.00,26.91
Colombo,2021,8,529.00,26.55
Colombo,2021,9,551.00,26.71
Colombo,2022,1,138.00,26.11
Colombo,2022,10,497.00,25.78
Colombo,2022,11,264.00,25.30
Colombo,2022,12,214.00,25.32
Colombo,2022,2,99.00,26.56
Colombo,2022,3,197.00,27.21
Colombo,2022,4,327.00,26.66
Colombo,2022,5,588.00,26.89
Colombo,2022,6,498.00,26.69
Colombo,2022,7,307.00,26.67
Colombo,2022,8,466.00,26.23
Colombo,2022,9,443.00,26.29
Colombo,2023,1,113.00,25.18
Colombo,2023,10,510.00,25.61
Colombo,2023,11,407.00,25.54
Colombo,2023,12,324.00,25.89
Colombo,2023,2,123.00,25.61
Colombo,2023,3,199.00,26.44
Colombo,2023,4,186.00,27.35
Colombo,2023,5,473.00,27.35
Colombo,2023,6,575.00,27.04
Colombo,2023,7,420.00,26.92
Colombo,2023,8,444.00,27.04
Colombo,2023,9,602.00,26.02
Colombo,2024,1,186.00,26.01
Colombo,2024,2,98.00,27.56
Colombo,2024,3,118.00,28.08
Colombo,2024,4,225.00,28.16
Colombo,2024,5,502.00,27.74
Colombo,2024,6,133.00,26.95
Galle,2015,1,140.00,25.82
Galle,2015,10,420.00,26.30
Galle,2015,11,387.00,26.21
Galle,2015,12,283.00,26.35
Galle,2015,2,122.00,26.07
Galle,2015,3,133.00,27.02
Galle,2015,4,260.00,27.21
Galle,2015,5,451.00,27.18
Galle,2015,6,336.00,27.18
Galle,2015,7,346.00,26.86
Galle,2015,8,438.00,26.53
Galle,2015,9,468.00,26.26
Galle,2016,1,83.00,26.76
Galle,2016,10,298.00,26.40
Galle,2016,11,344.00,25.98
Galle,2016,12,205.00,26.00
Galle,2016,2,107.00,27.30
Galle,2016,3,127.00,28.32
Galle,2016,4,253.00,28.25
Galle,2016,5,513.00,27.27
Galle,2016,6,420.00,26.89
Galle,2016,7,309.00,26.52
Galle,2016,8,359.00,26.56
Galle,2016,9,331.00,26.36
Galle,2017,1,141.00,25.49
Galle,2017,10,542.00,26.58
Galle,2017,11,355.00,25.95
Galle,2017,12,185.00,25.88
Galle,2017,2,127.00,25.70
Galle,2017,3,220.00,26.65
Galle,2017,4,370.00,27.66
Galle,2017,5,511.00,27.31
Galle,2017,6,564.00,26.94
Galle,2017,7,521.00,27.26
Galle,2017,8,595.00,26.79
Galle,2017,9,525.00,26.61
Galle,2018,1,127.00,25.52
Galle,2018,10,450.00,25.84
Galle,2018,11,364.00,25.96
Galle,2018,12,201.00,25.85
Galle,2018,2,165.00,25.97
Galle,2018,3,241.00,26.69
Galle,2018,4,278.00,26.84
Galle,2018,5,569.00,26.67
Galle,2018,6,602.00,26.79
Galle,2018,7,497.00,26.61
Galle,2018,8,491.00,26.32
Galle,2018,9,388.00,26.54
Galle,2019,1,163.00,25.60
Galle,2019,10,490.00,25.68
Galle,2019,11,359.00,26.03
Galle,2019,12,263.00,26.00
